STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,indic_il,Income and living conditions indicator,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MT,Malta,2021,,16.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MT,Malta,2022,,16.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MT,Malta,2023,,16.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MT,Malta,2024,,16.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NL,Netherlands,2013,,10.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NL,Netherlands,2014,,11.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NL,Netherlands,2015,,11.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NL,Netherlands,2016,,12.7,,b,break in time series,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NL,Netherlands,2017,,13.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NL,Netherlands,2018,,13.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NL,Netherlands,2019,,13.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NL,Netherlands,2020,,13.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NL,Netherlands,2021,,14.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NL,Netherlands,2022,,14.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NL,Netherlands,2023,,13.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NL,Netherlands,2024,,12.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NO,Norway,2013,,10.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NO,Norway,2014,,10.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NO,Norway,2015,,11.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NO,Norway,2016,,12.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NO,Norway,2017,,12.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NO,Norway,2018,,12.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NO,Norway,2019,,12.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NO,Norway,2020,,12.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NO,Norway,2021,,12.6,,b,break in time series,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NO,Norway,2022,,12.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NO,Norway,2023,,11.5,,b,break in time series,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,NO,Norway,2024,,11.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PL,Poland,2013,,17.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PL,Poland,2014,,17.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PL,Poland,2015,,17.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PL,Poland,2016,,17.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PL,Poland,2017,,15.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PL,Poland,2018,,14.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PL,Poland,2019,,15.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PL,Poland,2020,,14.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PL,Poland,2021,,14.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PL,Poland,2022,,13.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PL,Poland,2023,,14.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PL,Poland,2024,,13.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PT,Portugal,2013,,18.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PT,Portugal,2014,,19.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PT,Portugal,2015,,19.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PT,Portugal,2016,,19.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PT,Portugal,2017,,18.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PT,Portugal,2018,,17.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PT,Portugal,2019,,17.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PT,Portugal,2020,,16.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PT,Portugal,2021,,18.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PT,Portugal,2022,,16.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PT,Portugal,2023,,17.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,PT,Portugal,2024,,16.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RO,Romania,2013,,23.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RO,Romania,2014,,25.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RO,Romania,2015,,25.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RO,Romania,2016,,25.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RO,Romania,2017,,23.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RO,Romania,2018,,23.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RO,Romania,2019,,23.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RO,Romania,2020,,23.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RO,Romania,2021,,22.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RO,Romania,2022,,21.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RO,Romania,2023,,21.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RO,Romania,2024,,19.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RS,Serbia,2013,,24.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RS,Serbia,2014,,25.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RS,Serbia,2015,,26.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RS,Serbia,2016,,25.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RS,Serbia,2017,,25.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RS,Serbia,2018,,24.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RS,Serbia,2019,,23.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RS,Serbia,2020,,22.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RS,Serbia,2021,,21.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RS,Serbia,2022,,20.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RS,Serbia,2023,,19.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,RS,Serbia,2024,,19.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SE,Sweden,2013,,16.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SE,Sweden,2014,,15.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SE,Sweden,2015,,16.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SE,Sweden,2016,,16.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SE,Sweden,2017,,15.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SE,Sweden,2018,,16.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SE,Sweden,2019,,17.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SE,Sweden,2020,,16.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SE,Sweden,2021,,15.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SE,Sweden,2022,,16.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SE,Sweden,2023,,16.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SE,Sweden,2024,,14.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SI,Slovenia,2013,,14.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SI,Slovenia,2014,,14.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SI,Slovenia,2015,,14.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SI,Slovenia,2016,,13.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SI,Slovenia,2017,,13.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SI,Slovenia,2018,,13.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SI,Slovenia,2019,,12.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SI,Slovenia,2020,,12.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SI,Slovenia,2021,,11.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SI,Slovenia,2022,,12.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SI,Slovenia,2023,,12.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SI,Slovenia,2024,,13.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SK,Slovakia,2013,,12.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SK,Slovakia,2014,,12.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SK,Slovakia,2015,,12.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SK,Slovakia,2016,,12.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SK,Slovakia,2017,,12.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SK,Slovakia,2018,,12.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SK,Slovakia,2019,,11.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SK,Slovakia,2020,,11.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SK,Slovakia,2021,,12.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SK,Slovakia,2022,,13.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,SK,Slovakia,2023,,14.3,,,,,
