DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Belgium,2016,16.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Belgium,2017,13.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Belgium,2018,16.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Belgium,2019,12.1,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Belgium,2020,14.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Belgium,2021,11.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Belgium,2022,15.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Belgium,2023,15.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Belgium,2024,12.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Bulgaria,2015,41.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Bulgaria,2016,35.1,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Bulgaria,2017,35.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Bulgaria,2018,34.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Bulgaria,2019,36.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Bulgaria,2020,38.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Bulgaria,2021,34.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Bulgaria,2022,31.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Bulgaria,2023,28.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Bulgaria,2024,29.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Switzerland,2015,21.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Switzerland,2016,18.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Switzerland,2017,18.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Switzerland,2018,16.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Switzerland,2019,21.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Switzerland,2020,19.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Switzerland,2021,17.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Switzerland,2022,17.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Switzerland,2023,20.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Switzerland,2024,20.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Cyprus,2015,11.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Cyprus,2016,15.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Cyprus,2017,18.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Cyprus,2018,17.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Cyprus,2019,16.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Cyprus,2020,16.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Cyprus,2021,14.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Cyprus,2022,15.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Cyprus,2023,18.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Cyprus,2024,20.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Czechia,2015,5.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Czechia,2016,5.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Czechia,2017,6.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Czechia,2018,7.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Czechia,2019,9.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Czechia,2020,8.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Czechia,2021,6.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Czechia,2022,8.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Czechia,2023,7.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Czechia,2024,5.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Germany,2015,18.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Germany,2016,18.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Germany,2017,18.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Germany,2018,21.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Germany,2019,21.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Germany,2020,21.8,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Germany,2021,20.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Germany,2022,19.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Germany,2023,18.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Germany,2024,20.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Denmark,2015,6.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Denmark,2016,5.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Denmark,2017,5.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Denmark,2018,6.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Denmark,2019,5.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Denmark,2020,6.8,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Denmark,2021,7.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Denmark,2022,9.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Denmark,2023,7.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Denmark,2024,7.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Estonia,2015,20.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Estonia,2016,26.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Estonia,2017,28.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Estonia,2018,35.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Estonia,2019,31.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Estonia,2020,30.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Estonia,2021,29.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Estonia,2022,41.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Estonia,2023,34.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Estonia,2024,25.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Greece,2015,16.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Greece,2016,17.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Greece,2017,19.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Greece,2018,19.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Greece,2019,19.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Greece,2020,18.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Greece,2021,17.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Greece,2022,19.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Greece,2023,20.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Greece,2024,21.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Spain,2015,11.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Spain,2016,13.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Spain,2017,16.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Spain,2018,17.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Spain,2019,15.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Spain,2020,17.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Spain,2021,15.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Spain,2022,17.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Spain,2023,16.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Spain,2024,14.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,European Union - 27 countries (from 2020),2015,15.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,European Union - 27 countries (from 2020),2016,15.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,European Union - 27 countries (from 2020),2017,15.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,European Union - 27 countries (from 2020),2018,16.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,European Union - 27 countries (from 2020),2019,16.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,European Union - 27 countries (from 2020),2020,16.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,European Union - 27 countries (from 2020),2021,16.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,European Union - 27 countries (from 2020),2022,16.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,European Union - 27 countries (from 2020),2023,16.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,European Union - 27 countries (from 2020),2024,16.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Finland,2015,6.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Finland,2016,6.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Finland,2017,7.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Finland,2018,6.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Finland,2019,9.6,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Finland,2020,9.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Finland,2021,8.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Finland,2022,10.9,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Finland,2023,9.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Finland,2024,10.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,France,2015,8.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,France,2016,9.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,France,2017,7.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,France,2018,9.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,France,2019,11.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,France,2020,11.5,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,France,2021,12.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,France,2022,13.5,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,France,2023,15.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,France,2024,13.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Croatia,2015,24.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Croatia,2016,22.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Croatia,2017,25.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Croatia,2018,25.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Croatia,2019,26.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Croatia,2020,26.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Croatia,2021,25.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Croatia,2022,26.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Croatia,2023,30.1,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Croatia,2024,32.6,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Hungary,2015,17.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Hungary,2016,14.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Hungary,2017,16.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Hungary,2018,12.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Hungary,2019,11.8,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Hungary,2020,14.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Hungary,2021,14.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Hungary,2022,14.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Hungary,2023,17.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Hungary,2024,16.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Ireland,2015,14.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Ireland,2016,16.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Ireland,2017,14.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Ireland,2018,14.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Ireland,2019,11.7,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Ireland,2020,14.4,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Ireland,2021,16.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Ireland,2022,20.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Ireland,2023,15.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Ireland,2024,17.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Iceland,2015,5.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Iceland,2016,3.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Iceland,2017,7.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Iceland,2018,7.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Iceland,2019,4.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Iceland,2020,6.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Italy,2015,17.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Italy,2016,18.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Italy,2017,15.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Italy,2018,16.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Italy,2019,14.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Italy,2020,15.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Italy,2021,14.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Italy,2022,16.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Italy,2023,17.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Italy,2024,17.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Lithuania,2015,28.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Lithuania,2016,26.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Lithuania,2017,27.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Lithuania,2018,30.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Lithuania,2019,24.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Lithuania,2020,30.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Lithuania,2021,29.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Lithuania,2022,32.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Lithuania,2023,31.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Lithuania,2024,35.4,p,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Luxembourg,2015,7.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Luxembourg,2016,7.5,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Luxembourg,2017,11.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Luxembourg,2018,6.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Luxembourg,2019,8.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Luxembourg,2020,7.0,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Luxembourg,2021,11.0,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Luxembourg,2022,8.5,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Luxembourg,2023,11.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Luxembourg,2024,10.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Latvia,2015,28.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Latvia,2016,32.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Latvia,2017,30.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Latvia,2018,35.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 65 to 74 years,Males,Latvia,2019,37.3,,
